year,species,species_name,sample_number,sample_size,sample_weight,extrapolated_weight,extrapolated_number,percent_retained,gear_type,latdd_start,londd_start,nmfs_area,haul_join
2007,350,SHORTSPINE THORNYHEAD,1,35513,0.33,0.99,3,100,2,56,-168.63333,517,1560398
2007,350,SHORTSPINE THORNYHEAD,11,26701,17.98,56.86,35,100,2,56.03333,-168.53333,517,1560399
2007,350,SHORTSPINE THORNYHEAD,2,26888,1.53,4.46,6,100,2,56.03333,-168.51667,517,1560400
2007,350,SHORTSPINE THORNYHEAD,8,21109,2.92,8.93,24,100,2,56,-168.66667,517,1560401
2007,350,SHORTSPINE THORNYHEAD,1,19371,0.25,1.08,4,100,2,56.18333,-169.01667,517,1560405
2007,350,SHORTSPINE THORNYHEAD,3,28477,3.67,12.19,10,100,2,56.13333,-168.78333,517,1560406
2007,350,SHORTSPINE THORNYHEAD,7,33282,5.44,16.25,21,100,2,56.13333,-168.88333,517,1560408
2007,350,SHORTSPINE THORNYHEAD,9,36915,6.12,17.53,26,100,2,56.18333,-169.21667,517,1560412
2007,350,SHORTSPINE THORNYHEAD,1,31100,0.72,2.18,3,100,2,56.2,-169.33333,517,1560415
2007,350,SHORTSPINE THORNYHEAD,16,33313,20.54,56.19,44,100,2,56.16667,-169.45,517,1560416
2007,350,SHORTSPINE THORNYHEAD,11,31801,17.74,54.81,34,100,2,56.18333,-169.43333,517,1560417
2007,350,SHORTSPINE THORNYHEAD,5,32409,2.79,7.99,14,100,2,56.2,-169.25,517,1560418
2007,350,SHORTSPINE THORNYHEAD,1,25321,0.5,1.84,4,0,2,54.43333,-165.98333,519,1545772
2007,350,SHORTSPINE THORNYHEAD,1,26801,0.99,3.32,3,0,2,54.48333,-165.88333,519,1545775
2007,350,SHORTSPINE THORNYHEAD,2,28594,1,2.96,6,50,2,54.41667,-165.85,519,1545776
2007,350,SHORTSPINE THORNYHEAD,3,30593,2.36,6.06,8,100,2,54.48333,-165.91667,519,1545777
2007,350,SHORTSPINE THORNYHEAD,13,21727,12.78,31.23,32,0,2,54.5,-165.83333,517,1545778
2007,350,SHORTSPINE THORNYHEAD,5,19326,5.65,19.04,17,100,2,54.51667,-166,517,1545779
2007,350,SHORTSPINE THORNYHEAD,29,30958,29.72,78.37,76,100,2,54.56667,-165.98333,517,1545780
2007,350,SHORTSPINE THORNYHEAD,1,29125,0.57,1.52,3,100,2,54.48333,-165.9,517,1545781
2007,350,SHORTSPINE THORNYHEAD,26,27193,18.59,55.17,77,100,2,54.53333,-166.16667,517,1545782
2007,350,SHORTSPINE THORNYHEAD,3,25150,1.85,5.18,8,100,2,54.51667,-166.5,517,1545785
2007,350,SHORTSPINE THORNYHEAD,1,25746,1.15,2.85,2,100,2,54.5,-166.58333,517,1545786
2007,350,SHORTSPINE THORNYHEAD,1,32087,1.54,3.4,2,100,2,54.5,-166.8,517,1545787
2007,350,SHORTSPINE THORNYHEAD,2,19496,1.6,4.72,6,0,2,54.53333,-166.45,517,1545788
2007,350,SHORTSPINE THORNYHEAD,13,17198,6.39,20.11,41,100,2,54.56667,-166.2,517,1545789
2005,350,SHORTSPINE THORNYHEAD,1,50,2.8,2.79,1,100,6,54.2,-166.33333,518,1433607
2005,350,SHORTSPINE THORNYHEAD,1,50,3,3.01,1,100,6,54.3,-166.1,519,1433610
2005,350,SHORTSPINE THORNYHEAD,1,50,0.86,0.85,1,100,6,53.83333,-167.31667,518,1433612
2005,350,SHORTSPINE THORNYHEAD,1,25,1.7,3.38,2,100,6,53.8,-167.35,518,1433613
2005,350,SHORTSPINE THORNYHEAD,2,50,3,3,2,100,6,54.26667,-166.25,519,1433629
2006,350,SHORTSPINE THORNYHEAD,1,20,1,2.91,3,100,6,54.11667,-166.48333,519,1511386
2006,350,SHORTSPINE THORNYHEAD,2,27998,1.47,3.67,5,100,2,54.51667,-165.93333,519,1488399
2006,350,SHORTSPINE THORNYHEAD,1,20,1.6,4.78,3,100,6,54.3,-166.06667,519,1511400
2005,350,SHORTSPINE THORNYHEAD,1,50,2.7,2.71,1,100,6,54.03333,-166.91667,519,1433576
2005,350,SHORTSPINE THORNYHEAD,1,50,1.4,1.41,1,100,6,53.81667,-167.35,518,1433578
2005,350,SHORTSPINE THORNYHEAD,1,50,1.6,1.59,1,100,6,53.83333,-167.33333,518,1433579
2005,350,SHORTSPINE THORNYHEAD,2,48,3.7,3.64,2,100,6,53.86667,-167.3,518,1433581
2005,350,SHORTSPINE THORNYHEAD,1,50,1,1,1,100,6,53.96667,-167.15,518,1433583
2005,350,SHORTSPINE THORNYHEAD,4,50,8.2,7.84,4,100,6,54.1,-166.66667,519,1433584
2005,350,SHORTSPINE THORNYHEAD,3,37,5,6.64,4,100,6,54.13333,-166.58333,519,1433585
2005,350,SHORTSPINE THORNYHEAD,1,50,1.2,1.2,1,100,6,54.05,-166.95,519,1433586
2005,350,SHORTSPINE THORNYHEAD,2,50,4.4,4.46,2,100,6,54.03333,-166.95,519,1433588
2005,350,SHORTSPINE THORNYHEAD,1,49,1.2,1.18,1,100,6,53.81667,-167.33333,518,1433590
2005,350,SHORTSPINE THORNYHEAD,1,50,2.3,2.33,1,100,6,53.78333,-167.38333,518,1433591
2005,350,SHORTSPINE THORNYHEAD,1,50,0.9,0.92,1,100,6,53.91667,-167.18333,518,1433593
2005,350,SHORTSPINE THORNYHEAD,1,49,2.1,2.1,1,100,6,53.96667,-167.18333,518,1433594
2005,350,SHORTSPINE THORNYHEAD,3,50,4.5,4.5,3,100,6,54.11667,-166.65,519,1433595
2005,350,SHORTSPINE THORNYHEAD,1,50,2.4,2.44,1,100,6,54.13333,-166.58333,519,1433596
2005,350,SHORTSPINE THORNYHEAD,1,50,1.7,1.69,1,100,6,54.06667,-166.91667,519,1433597
2005,350,SHORTSPINE THORNYHEAD,8,47,11,10.97,8,100,6,53.81667,-167.36667,518,1433600
2005,350,SHORTSPINE THORNYHEAD,1,49,2.1,2.09,1,100,6,53.81667,-167.35,518,1433601
2005,350,SHORTSPINE THORNYHEAD,1,47,1,0.99,1,100,6,53.9,-167.23333,518,1433603
2005,350,SHORTSPINE THORNYHEAD,1,50,1.8,1.83,1,100,6,53.91667,-167.18333,518,1433604
2005,350,SHORTSPINE THORNYHEAD,1,50,1.4,1.41,1,100,6,54.16667,-166.41667,519,1433606
2006,350,SHORTSPINE THORNYHEAD,1,24469,6,18.26,3,100,2,56.11667,-168.7,517,1488436
2006,350,SHORTSPINE THORNYHEAD,2,28296,2.22,6.42,6,100,2,56.08333,-168.5,517,1488443
2006,350,SHORTSPINE THORNYHEAD,1,25011,1.84,5.73,3,100,2,55.9,-168.98333,517,1488447
2005,350,SHORTSPINE THORNYHEAD,1,49,2.9,2.91,1,100,6,54.23333,-166.11667,519,1433638
2005,350,SHORTSPINE THORNYHEAD,2,50,3.8,3.81,2,100,6,54.25,-166.08333,519,1433643
2005,350,SHORTSPINE THORNYHEAD,3,50,6,6.08,3,100,6,54.23333,-166.13333,519,1433649
2005,350,SHORTSPINE THORNYHEAD,4,25,5.8,11.62,8,100,6,54.28333,-166.08333,519,1433654
2005,350,SHORTSPINE THORNYHEAD,2,50,3,3.02,2,100,6,54.45,-166.1,519,1433656
2006,350,SHORTSPINE THORNYHEAD,4,74,3.2,9.51,12,90,6,52.3,-170.31667,541,1493444
2006,350,SHORTSPINE THORNYHEAD,3,74,9,26.75,9,100,6,51.93333,-171.95,541,1493446
2006,350,SHORTSPINE THORNYHEAD,5,74,9,26.63,15,100,6,51.93333,-172.3,541,1493447
2006,350,SHORTSPINE THORNYHEAD,2,74,5,14.9,6,100,6,51.93333,-171.95,541,1493448
2006,350,SHORTSPINE THORNYHEAD,2,37,1.6,4.69,6,100,6,51.9,-173.11667,541,1493452
2006,350,SHORTSPINE THORNYHEAD,2,39,3,8.45,6,100,6,51.91667,-173.05,541,1493463
2006,350,SHORTSPINE THORNYHEAD,1,37,1,2.96,3,100,6,51.83333,-173.85,541,1493464
2006,350,SHORTSPINE THORNYHEAD,1,37,2.2,6.55,3,100,6,51.85,-173.7,541,1493465
2006,350,SHORTSPINE THORNYHEAD,1,37,1,2.96,3,100,6,51.88333,-173.61667,541,1493467
2006,350,SHORTSPINE THORNYHEAD,1,37,0.8,2.36,3,100,6,51.86667,-173.78333,541,1493468
2006,350,SHORTSPINE THORNYHEAD,1,37,1.8,5.41,3,100,6,51.88333,-173.45,541,1493471
2006,350,SHORTSPINE THORNYHEAD,2,37,2.2,6.55,6,100,6,51.86667,-173.61667,541,1493472
2006,350,SHORTSPINE THORNYHEAD,1,2450,1.6,4.8,3,0,8,52.3,-174.71667,541,1478989
2006,350,SHORTSPINE THORNYHEAD,2,2422,5.42,16.25,6,0,8,52.23333,-175.13333,541,1479003
2006,350,SHORTSPINE THORNYHEAD,40,342,40.44,1196.79,1184,100,1,55.25,-167.93333,517,1502750
2006,350,SHORTSPINE THORNYHEAD,23,345,21.08,856.02,934,100,1,55.06667,-167.75,517,1502751
2006,350,SHORTSPINE THORNYHEAD,21,325,19.72,562.16,599,100,1,55.2,-167.85,517,1502752
2005,350,SHORTSPINE THORNYHEAD,1,32,1.6,4.81,3,0,6,51.91667,-173.03333,541,1437177
2005,350,SHORTSPINE THORNYHEAD,1,29,2.4,7.3,3,0,6,51.88333,-173.51667,541,1437178
2005,350,SHORTSPINE THORNYHEAD,2,33,2.2,6.73,6,0,6,51.81667,-173.98333,541,1437181
2005,350,SHORTSPINE THORNYHEAD,1,37,2.2,6.83,3,20,6,51.86667,-173.76667,541,1437185
2005,350,SHORTSPINE THORNYHEAD,1,30,1,3.01,3,0,6,51.83333,-173.9,541,1437186
2005,350,SHORTSPINE THORNYHEAD,1,39,2.2,6.44,3,0,6,51.86667,-173.7,541,1437191
2006,350,SHORTSPINE THORNYHEAD,2,3633,3.64,4.85,3,90,8,52.16667,-175.76667,541,1479010
2006,350,SHORTSPINE THORNYHEAD,1,2422,1.04,2.08,2,90,8,52.15,-175.63333,541,1479014
2004,349,THORNYHEAD ROCKFISH UNIDENT,37,2685,56.73,170.31,111,100,8,55.38333,-168.21667,517,1378457
2004,350,SHORTSPINE THORNYHEAD,6,2685,9.2,27.62,18,100,8,55.38333,-168.21667,517,1378457
2004,349,THORNYHEAD ROCKFISH UNIDENT,17,2685,17,51.05,51,100,8,55.51667,-168.45,517,1378458
2004,350,SHORTSPINE THORNYHEAD,7,2685,7,21.02,21,100,8,55.51667,-168.45,517,1378458
2004,349,THORNYHEAD ROCKFISH UNIDENT,16,2685,34.74,104.17,48,100,8,55.38333,-168.21667,517,1378459
2004,350,SHORTSPINE THORNYHEAD,7,2685,15.2,45.58,21,100,8,55.38333,-168.21667,517,1378459
2004,349,THORNYHEAD ROCKFISH UNIDENT,14,2685,26.4,79.16,42,100,8,55.4,-168.23333,517,1378460
2004,350,SHORTSPINE THORNYHEAD,7,2685,13.2,39.58,21,100,8,55.4,-168.23333,517,1378460
2004,349,THORNYHEAD ROCKFISH UNIDENT,17,2634,28.71,86.17,51,100,8,55.51667,-168.45,517,1378462
2004,350,SHORTSPINE THORNYHEAD,9,2634,15.2,45.62,27,100,8,55.51667,-168.45,517,1378462
2004,349,THORNYHEAD ROCKFISH UNIDENT,19,2634,21.53,64.67,57,100,8,55.51667,-168.45,517,1378465
2004,350,SHORTSPINE THORNYHEAD,9,2634,10.2,30.64,27,100,8,55.51667,-168.45,517,1378465
2004,350,SHORTSPINE THORNYHEAD,6,2634,6.8,20.42,18,100,8,55.38333,-168.21667,517,1378466
2004,349,THORNYHEAD ROCKFISH UNIDENT,5,2634,12,35.96,15,100,8,55.66667,-168.55,517,1378468
2004,350,SHORTSPINE THORNYHEAD,3,2634,7.2,21.58,9,100,8,55.66667,-168.55,517,1378468
2004,349,THORNYHEAD ROCKFISH UNIDENT,16,5268,22.08,66.27,48,100,8,55.38333,-168.23333,517,1378469
2004,350,SHORTSPINE THORNYHEAD,10,5268,13.8,41.42,30,100,8,55.38333,-168.23333,517,1378469
2004,349,THORNYHEAD ROCKFISH UNIDENT,8,2634,12.27,36.82,24,100,8,55.56667,-168.66667,517,1378470
2004,349,THORNYHEAD ROCKFISH UNIDENT,7,2634,10.73,32.21,21,100,8,55.31667,-168.08333,517,1378472
2004,350,SHORTSPINE THORNYHEAD,6,2634,9.2,27.62,18,100,8,55.31667,-168.08333,517,1378472
2004,349,THORNYHEAD ROCKFISH UNIDENT,28,2634,36.96,86.18,65,100,8,55.48333,-168.43333,517,1378473
2004,350,SHORTSPINE THORNYHEAD,7,2634,8,18.65,16,100,8,55.48333,-168.43333,517,1378473
2004,349,THORNYHEAD ROCKFISH UNIDENT,15,2634,21,63.12,45,100,8,55.35,-168.15,517,1378474
2004,350,SHORTSPINE THORNYHEAD,16,2634,22.4,67.32,48,100,8,55.35,-168.15,517,1378474
2004,349,THORNYHEAD ROCKFISH UNIDENT,12,1766,16.8,41.97,30,100,8,55.3,-168.08333,517,1378476
2004,350,SHORTSPINE THORNYHEAD,11,3532,7.8,23.41,33,100,8,58.53333,-176.03333,521,1378477
2004,349,THORNYHEAD ROCKFISH UNIDENT,6,2649,5.6,16.8,18,100,8,58.53333,-176.3,521,1378479
2004,350,SHORTSPINE THORNYHEAD,3,2649,2.8,8.4,9,100,8,58.53333,-176.3,521,1378479
2004,349,THORNYHEAD ROCKFISH UNIDENT,9,2649,7.2,21.58,27,100,8,58.56667,-176.28333,521,1378480
2004,350,SHORTSPINE THORNYHEAD,10,2649,8,23.98,30,100,8,58.56667,-176.28333,521,1378480
2004,349,THORNYHEAD ROCKFISH UNIDENT,5,2649,3.5,10.49,15,100,8,58.51667,-175.98333,521,1378482
2004,350,SHORTSPINE THORNYHEAD,6,2649,4.2,12.58,18,100,8,58.51667,-175.98333,521,1378482
2004,349,THORNYHEAD ROCKFISH UNIDENT,4,2120,3.31,12.41,15,100,8,58.48333,-175.85,521,1378484
2004,350,SHORTSPINE THORNYHEAD,7,2120,5.8,21.75,26,100,8,58.48333,-175.85,521,1378484
2004,350,SHORTSPINE THORNYHEAD,15,2649,6.2,18.62,45,100,8,58.56667,-176.28333,521,1378486
2004,349,THORNYHEAD ROCKFISH UNIDENT,9,2649,5.91,17.74,27,100,8,58.46667,-175.81667,521,1378487
2004,350,SHORTSPINE THORNYHEAD,7,2649,4.6,13.8,21,100,8,58.46667,-175.81667,521,1378487
2005,350,SHORTSPINE THORNYHEAD,1,696,3.3,9.89,3,0,8,52.45,-173.73333,541,1456867
2007,350,SHORTSPINE THORNYHEAD,5,321,3.8,1029.65,1355,100,2,54.43333,-166.78333,519,1559831
2007,350,SHORTSPINE THORNYHEAD,5,316,4.2,641.14,763,100,2,54.43333,-166.66667,519,1559832
2004,350,SHORTSPINE THORNYHEAD,1,2592,0.4,1.2,3,100,8,58.46667,-175.75,521,1378490
2004,349,THORNYHEAD ROCKFISH UNIDENT,4,2592,4.69,14.08,12,100,8,58.53333,-175.98333,521,1378491
2004,350,SHORTSPINE THORNYHEAD,7,2592,8.2,24.61,21,100,8,58.53333,-175.98333,521,1378491
2004,349,THORNYHEAD ROCKFISH UNIDENT,8,2592,9.37,28.13,24,100,8,58.46667,-175.83333,521,1378494
2004,349,THORNYHEAD ROCKFISH UNIDENT,4,2592,8.64,25.91,12,100,8,58.61667,-175.01667,521,1378497
2004,350,SHORTSPINE THORNYHEAD,5,2592,10.8,32.39,15,100,8,58.56667,-174.68333,521,1378498
2004,349,THORNYHEAD ROCKFISH UNIDENT,2,2592,3.7,11.1,6,100,8,58.41667,-174.53333,521,1378500
2004,350,SHORTSPINE THORNYHEAD,4,2592,7.4,22.21,12,100,8,58.41667,-174.53333,521,1378500
2004,349,THORNYHEAD ROCKFISH UNIDENT,2,2655,3.6,10.8,6,100,8,58.5,-174.61667,521,1378501
2004,350,SHORTSPINE THORNYHEAD,4,2655,7.2,21.6,12,100,8,58.5,-174.61667,521,1378501
2004,349,THORNYHEAD ROCKFISH UNIDENT,3,2655,5.55,14.81,8,100,8,58.58333,-174.7,521,1378502
2004,350,SHORTSPINE THORNYHEAD,4,2655,7.4,19.75,11,100,8,58.58333,-174.7,521,1378502
2004,350,SHORTSPINE THORNYHEAD,6,2655,10.8,32.43,18,100,8,58.41667,-174.55,521,1378503
2004,350,SHORTSPINE THORNYHEAD,5,2655,6.4,19.21,15,100,8,58.41667,-174.55,521,1378506
2004,350,SHORTSPINE THORNYHEAD,7,2655,16,48.02,21,100,8,58.5,-174.61667,521,1378507
2004,350,SHORTSPINE THORNYHEAD,5,2655,9.2,27.63,15,100,8,58.5,-174.61667,521,1378510
2004,350,SHORTSPINE THORNYHEAD,4,2655,7.6,22.78,12,100,8,58.6,-174.88333,521,1378511
2004,350,SHORTSPINE THORNYHEAD,6,2655,8.2,24.59,18,100,8,58.41667,-174.55,521,1378512
2004,349,THORNYHEAD ROCKFISH UNIDENT,1,3540,2,5.99,3,100,8,58.58333,-174.65,521,1378514
2004,350,SHORTSPINE THORNYHEAD,1,3540,2,5.99,3,100,8,58.58333,-174.65,521,1378514
2004,350,SHORTSPINE THORNYHEAD,6,3540,16,47.99,18,100,8,58.36667,-174.46667,521,1378515
2006,350,SHORTSPINE THORNYHEAD,2,22137,1.61,5.18,6,100,2,56.15,-169,517,1488466
2006,350,SHORTSPINE THORNYHEAD,1,29116,0.51,1.5,3,100,2,56.11667,-168.68333,517,1488467
2006,350,SHORTSPINE THORNYHEAD,3,25235,2.19,6.74,9,100,2,56.13333,-168.96667,517,1488471
2006,350,SHORTSPINE THORNYHEAD,1,11799,0.95,4.41,5,100,2,56.18333,-169.18333,517,1488475
2005,350,SHORTSPINE THORNYHEAD,2,34,4.2,12.86,6,0,6,51.9,-173.5,541,1437148
2005,350,SHORTSPINE THORNYHEAD,1,33,2.2,6.53,3,100,6,51.91667,-173.06667,541,1437150
2005,350,SHORTSPINE THORNYHEAD,1,34,2,6.05,3,0,6,51.9,-173.21667,541,1437151
2007,350,SHORTSPINE THORNYHEAD,3,371,1.82,127.24,210,100,1,52.75,-179.31667,542,1595729
2006,350,SHORTSPINE THORNYHEAD,3,1971,2.4,6.65,8,0,8,54.4,-165.88333,519,1537384
2006,350,SHORTSPINE THORNYHEAD,2,1533,2.85,8.54,6,0,8,54.41667,-165.91667,519,1537385
2006,350,SHORTSPINE THORNYHEAD,3,1971,4.3,11.85,8,0,8,54.38333,-165.88333,519,1537386
2007,350,SHORTSPINE THORNYHEAD,1,317,0.62,256.54,414,100,2,54.51667,-166.11667,517,1557188
2007,350,SHORTSPINE THORNYHEAD,1,326,0.58,100.2,173,100,2,54.48333,-166.3,517,1557190
2007,350,SHORTSPINE THORNYHEAD,4,307,3.95,240.32,243,100,1,52.23333,175.06667,543,1576449
2007,350,SHORTSPINE THORNYHEAD,1,320,0.2,21.13,106,100,1,52.23333,175.05,543,1576450
2007,350,SHORTSPINE THORNYHEAD,1,287,0.97,159.87,165,100,1,52.3,175.21667,543,1576452
2007,350,SHORTSPINE THORNYHEAD,3,253,3.5,277.15,238,100,1,52.31667,175.21667,543,1576455
2007,350,SHORTSPINE THORNYHEAD,1,277,1.22,122.74,101,100,1,52.28333,175.21667,543,1576456
2007,352,LONGSPINE THORNYHEAD ROCKFISH,1,277,0.99,99.6,101,100,1,52.28333,175.21667,543,1576456
2006,350,SHORTSPINE THORNYHEAD,55,32485,47.69,126.11,145,0,2,54.45,-165.81667,519,1493241
2006,350,SHORTSPINE THORNYHEAD,208,16201,170.27,378.04,462,0,2,54.46667,-166.08333,519,1493242
2004,350,SHORTSPINE THORNYHEAD,2,55764,2.77,5.73,4,100,2,56,-168.7,517,1362556
2004,350,SHORTSPINE THORNYHEAD,2,47365,1.07,2.21,4,100,2,55.96667,-168.71667,517,1362557
2004,350,SHORTSPINE THORNYHEAD,7,25329,14.1,27.06,13,100,2,56.03333,-168.7,517,1362558
2004,350,SHORTSPINE THORNYHEAD,12,19740,8.43,8.43,12,100,2,56,-168.66667,517,1362559
2007,349,THORNYHEAD ROCKFISH UNIDENT,12,4209,18.29,54.85,36,92,8,58.56667,-176.78333,521,1584456
2007,350,SHORTSPINE THORNYHEAD,15,4209,22.86,68.55,45,100,8,58.56667,-176.78333,521,1584456
2007,349,THORNYHEAD ROCKFISH UNIDENT,14,5448,14.3,35.78,35,100,8,58.56667,-176.28333,521,1584460
2007,350,SHORTSPINE THORNYHEAD,17,5448,17.37,43.46,43,100,8,58.56667,-176.28333,521,1584460
2007,350,SHORTSPINE THORNYHEAD,19,4086,28.57,85.67,57,95,8,58.56667,-176.78333,521,1584461
2007,349,THORNYHEAD ROCKFISH UNIDENT,28,5448,24.05,72.16,84,96,8,58.53333,-176.03333,521,1584464
2007,350,SHORTSPINE THORNYHEAD,18,5448,15.46,46.39,54,100,8,58.53333,-176.03333,521,1584464
2007,349,THORNYHEAD ROCKFISH UNIDENT,16,5448,17.14,38.57,36,100,8,58.53333,-176.53333,521,1584465
2007,350,SHORTSPINE THORNYHEAD,23,5448,24.64,55.45,52,100,8,58.53333,-176.53333,521,1584465
2005,350,SHORTSPINE THORNYHEAD,2,29121,1.14,2.88,5,0,2,56.11667,-169.31667,517,1415268
2005,350,SHORTSPINE THORNYHEAD,33,46325,50.08,94.46,62,20,2,56.03333,-169.18333,517,1415277
2005,350,SHORTSPINE THORNYHEAD,85,20122,58.92,175.89,254,0,2,56.05,-169.21667,517,1415279
2005,350,SHORTSPINE THORNYHEAD,38,30767,37.26,84.31,86,0,2,56.06667,-169.23333,517,1415280
2005,350,SHORTSPINE THORNYHEAD,6,46057,5.26,9.46,11,0,2,56.11667,-169.46667,517,1415281
2005,350,SHORTSPINE THORNYHEAD,54,30416,45.04,93.97,113,0,2,56.03333,-169.2,517,1415282
2005,350,SHORTSPINE THORNYHEAD,5,40743,6.13,12.5,10,0,2,56,-169.63333,517,1415285
2007,349,THORNYHEAD ROCKFISH UNIDENT,8,4185,11.11,33.35,24,100,8,58.56667,-176.76667,521,1584447
2007,350,SHORTSPINE THORNYHEAD,15,4185,20.84,62.56,45,100,8,58.56667,-176.76667,521,1584447
2007,349,THORNYHEAD ROCKFISH UNIDENT,23,4185,20.1,60.32,69,96,8,58.56667,-176.28333,521,1584448
2007,350,SHORTSPINE THORNYHEAD,17,4185,14.86,44.6,51,100,8,58.56667,-176.28333,521,1584448
2007,349,THORNYHEAD ROCKFISH UNIDENT,5,4209,6.05,18.14,15,60,8,58.56667,-176.78333,521,1584451
2007,350,SHORTSPINE THORNYHEAD,19,4209,22.98,68.91,57,100,8,58.56667,-176.78333,521,1584451
2007,349,THORNYHEAD ROCKFISH UNIDENT,26,5612,18.75,51.54,71,100,8,58.46667,-175.8,521,1584454
2007,350,SHORTSPINE THORNYHEAD,18,5612,12.98,35.68,49,100,8,58.46667,-175.8,521,1584454
2007,349,THORNYHEAD ROCKFISH UNIDENT,23,5448,29.14,72.84,57,100,8,58.56667,-176.28333,521,1584467
2007,350,SHORTSPINE THORNYHEAD,23,5448,29.14,72.84,57,100,8,58.56667,-176.28333,521,1584467
2007,349,THORNYHEAD ROCKFISH UNIDENT,51,4086,82.11,218.89,136,100,8,58.46667,-175.81667,521,1584468
2007,350,SHORTSPINE THORNYHEAD,17,4086,24.15,64.38,45,100,8,58.46667,-175.81667,521,1584468
2007,350,SHORTSPINE THORNYHEAD,1,4212,0.74,1.73,2,100,8,59.15,-178.4,521,1584472
2007,350,SHORTSPINE THORNYHEAD,2,2750,2.52,6.3,5,100,8,56.75,-173.35,523,1584489
2007,350,SHORTSPINE THORNYHEAD,1,4251,1.67,3.9,2,100,8,56.7,-173.3,523,1584518
2007,350,SHORTSPINE THORNYHEAD,1,278,0.25,90.36,361,100,2,54.61667,-166.66667,517,1542896
2007,350,SHORTSPINE THORNYHEAD,4,307,3.3,1081.25,1311,100,2,54.6,-166.6,517,1542897
2007,350,SHORTSPINE THORNYHEAD,2,306,2.57,366.19,285,100,1,52.26667,175.08333,543,1595634
2007,350,SHORTSPINE THORNYHEAD,1,319,0.76,134.48,177,100,1,52.26667,175.11667,543,1595637
2007,350,SHORTSPINE THORNYHEAD,2,323,2.37,345.84,292,0,1,52.25,175.16667,543,1595638
2007,350,SHORTSPINE THORNYHEAD,1,316,1.3,143.99,111,100,1,52.75,-179.33333,542,1595643
2007,350,SHORTSPINE THORNYHEAD,1,290,0.78,43.32,56,0,1,54.61667,-165.98333,519,1574142
2007,350,SHORTSPINE THORNYHEAD,1,4125,0.44,1.03,2,100,8,56.7,-173.26667,523,1584494
2007,350,SHORTSPINE THORNYHEAD,11,4125,22.74,53.05,26,100,8,57.41667,-173.9,521,1584496
2007,350,SHORTSPINE THORNYHEAD,14,4125,14.41,33.61,33,93,8,57.5,-173.86667,521,1584497
2007,350,SHORTSPINE THORNYHEAD,1,301,0.65,97.42,150,100,2,54.5,-165.98333,517,1542905
2007,350,SHORTSPINE THORNYHEAD,1,273,0.7,180.08,257,100,2,54.5,-166.81667,517,1542906
2007,350,SHORTSPINE THORNYHEAD,22,350,18.24,189.08,228,100,1,54.55,-165.81667,519,1595691
2007,350,SHORTSPINE THORNYHEAD,80,362,79.86,1588.83,1592,100,1,54.33333,-166.03333,519,1595692
2007,350,SHORTSPINE THORNYHEAD,135,356,140.68,2284.46,2192,100,1,54.43333,-166.13333,519,1595693
2005,350,SHORTSPINE THORNYHEAD,1,32,1.6,4.85,3,100,6,51.91667,-173.16667,541,1437157
2005,350,SHORTSPINE THORNYHEAD,2,35,7.2,23.78,7,100,6,51.86667,-173.58333,541,1437159
2005,350,SHORTSPINE THORNYHEAD,1,30,1.4,4.15,3,100,6,51.85,-173.85,541,1437161
2005,350,SHORTSPINE THORNYHEAD,1,34,2,6.09,3,100,6,51.9,-172.95,541,1437162
2005,350,SHORTSPINE THORNYHEAD,1,30,2.8,8.33,3,100,6,51.86667,-173.46667,541,1437164
2005,350,SHORTSPINE THORNYHEAD,3,38,7,21.45,9,100,6,51.86667,-173.68333,541,1437165
2005,350,SHORTSPINE THORNYHEAD,3,34,5,15.12,9,100,6,51.81667,-174,541,1437167
2005,350,SHORTSPINE THORNYHEAD,1,32,1.6,4.83,3,0,6,51.91667,-173.03333,541,1437171
2005,350,SHORTSPINE THORNYHEAD,2,30,3,8.88,6,0,6,51.9,-173.48333,541,1437172
2005,350,SHORTSPINE THORNYHEAD,2,29,2.6,7.98,6,0,6,51.81667,-173.6,541,1437174
2005,350,SHORTSPINE THORNYHEAD,4,34,6,18.01,12,10,6,51.81667,-173.96667,541,1437175
2005,350,SHORTSPINE THORNYHEAD,1,34,1.8,5.47,3,0,6,51.91667,-172.9,541,1437176
2007,350,SHORTSPINE THORNYHEAD,1,317,2.83,266.17,94,100,1,51.48333,178.53333,542,1576425
2007,350,SHORTSPINE THORNYHEAD,3,272,2.03,195.27,289,100,1,51.73333,176.96667,543,1576432
2007,350,SHORTSPINE THORNYHEAD,1,268,2.08,105,50,100,1,51.61667,178.35,542,1576540
2007,350,SHORTSPINE THORNYHEAD,11,307,10.1,715,779,100,1,52.23333,175.05,543,1576445
2007,350,SHORTSPINE THORNYHEAD,3,309,3.04,256.09,253,100,1,52.23333,175.03333,543,1576446
2007,350,SHORTSPINE THORNYHEAD,2,272,1.68,142.07,169,100,1,52.26667,175.1,543,1576447
2005,350,SHORTSPINE THORNYHEAD,1,50,0.5,0.5,1,100,6,54.46667,-166.33333,519,1433661
2005,350,SHORTSPINE THORNYHEAD,4,50,12.4,12.37,4,100,6,54.25,-166.06667,519,1433665
2005,350,SHORTSPINE THORNYHEAD,2,50,3.7,3.69,2,100,6,54.25,-166.16667,519,1433675
2005,350,SHORTSPINE THORNYHEAD,1,28,3,3,1,100,6,54.3,-166.06667,519,1433676
