Collection Year,Collection Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2010,NMFS,Bering Sea Slope Survey,1,BS,519,,,AKR,143,ROCK,Other Rockfish,970,873.92,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,521,,,AKR,143,ROCK,Other Rockfish,2525,1774.979,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,521,,,AKR,172,ROCK,Other Rockfish,1,1.374,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,523,,,AKR,143,ROCK,Other Rockfish,740,724.402,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,524,,,AKR,143,ROCK,Other Rockfish,23,36.57,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2011,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,655406,AKR,172,ROCK,Other Rockfish,3,0.44,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2011,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665336,AKR,172,ROCK,Other Rockfish,1,1.44,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,AI,541,,,AKR,143,ROCK,Other Rockfish,0,51,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,AI,542,,,AKR,143,ROCK,Other Rockfish,0,56,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,AI,543,,,AKR,143,ROCK,Other Rockfish,0,105,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,BS,513,,,AKR,143,ROCK,Other Rockfish,0,9,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,BS,517,,,AKR,143,ROCK,Other Rockfish,0,53,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,BS,518,,,AKR,143,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,BS,519,,,AKR,143,ROCK,Other Rockfish,0,22,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,BS,521,,,AKR,143,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,IPHC,IPHC Annual Longline Survey,8,BS,521,,,AKR,153,ROCK,Other Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2011,NMFS,AFSC Annual Longline Survey,,BS,517,,,AKR,143,ROCK,Other Rockfish,588,677.23,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2011,NMFS,AFSC Annual Longline Survey,,BS,518,,,AKR,143,ROCK,Other Rockfish,1124,1331.156,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2011,NMFS,AFSC Annual Longline Survey,,BS,521,,,AKR,143,ROCK,Other Rockfish,606,656.074,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2011,NMFS,AFSC Annual Longline Survey,,BS,521,,,AKR,172,ROCK,Other Rockfish,11,14.834,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2011,NMFS,AFSC Annual Longline Survey,,BS,523,,,AKR,143,ROCK,Other Rockfish,302,330.926,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2011,NMFS,Atka Tagging Survey,1,AI,541,,,AKR,142,ROCK,Other Rockfish,127,142.898,1,,2022-10-17 06:00:18
2011,NMFS,Atka Tagging Survey,1,AI,541,,,AKR,172,ROCK,Other Rockfish,9365,14205.931,1,,2022-10-17 06:00:18
2011,NMFS,Atka Tagging Survey,1,AI,541,,,AKR,176,ROCK,Other Rockfish,2970,1616.197,1,,2022-10-17 06:00:18
2011,NMFS,Atka Tagging Survey,1,AI,542,,,AKR,142,ROCK,Other Rockfish,380,417.641,1,,2022-10-17 06:00:18
2011,NMFS,Atka Tagging Survey,1,AI,542,,,AKR,172,ROCK,Other Rockfish,2708,3639.156,1,,2022-10-17 06:00:18
2011,NMFS,Atka Tagging Survey,1,AI,542,,,AKR,176,ROCK,Other Rockfish,138,40.625,1,,2022-10-17 06:00:18
2011,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,517,,,AKR,172,ROCK,Other Rockfish,2,2.05,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,ADFG,Golden King Crab Pot Survey,6,AI,541,Westward,715202,AKR,139,ROCK,Other Rockfish,1,1.372,1,"Ken Goldman, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2012,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,655407,AKR,172,ROCK,Other Rockfish,5,1.6,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2012,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665335,AKR,172,ROCK,Other Rockfish,5,3.98,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2012,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665336,AKR,172,ROCK,Other Rockfish,1,0.31,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2012,IPHC,IPHC Annual Longline Survey,8,AI,541,,,AKR,142,ROCK,Other Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,IPHC,IPHC Annual Longline Survey,8,AI,541,,,AKR,143,ROCK,Other Rockfish,0,15,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,IPHC,IPHC Annual Longline Survey,8,AI,541,,,AKR,172,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,IPHC,IPHC Annual Longline Survey,8,AI,542,,,AKR,143,ROCK,Other Rockfish,0,116,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,IPHC,IPHC Annual Longline Survey,8,AI,543,,,AKR,143,ROCK,Other Rockfish,0,153,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,IPHC,IPHC Annual Longline Survey,8,BS,517,,,AKR,143,ROCK,Other Rockfish,0,28,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,IPHC,IPHC Annual Longline Survey,8,BS,519,,,AKR,143,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,IPHC,IPHC Annual Longline Survey,8,BS,521,,,AKR,143,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,143,ROCK,Other Rockfish,1009,1097.357,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2012,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,153,ROCK,Other Rockfish,2,3.551,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2012,NMFS,AFSC Annual Longline Survey,,AI,542,,,AKR,143,ROCK,Other Rockfish,503,424.534,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,139,ROCK,Other Rockfish,1,0.01,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,143,ROCK,Other Rockfish,106,90.94,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,172,ROCK,Other Rockfish,19,26.67,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,143,ROCK,Other Rockfish,862,450.35,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,153,ROCK,Other Rockfish,1,0.33,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,172,ROCK,Other Rockfish,17,20.79,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,143,ROCK,Other Rockfish,2687,1519.66,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,153,ROCK,Other Rockfish,1,0.48,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,172,ROCK,Other Rockfish,2,2.78,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,176,ROCK,Other Rockfish,14,5.41,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,518,,,AKR,143,ROCK,Other Rockfish,161,65.66,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,518,,,AKR,172,ROCK,Other Rockfish,12,8.79,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,519,,,AKR,139,ROCK,Other Rockfish,1,0.682,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,519,,,AKR,172,ROCK,Other Rockfish,83,66.91,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,143,ROCK,Other Rockfish,5518,3046.57,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,153,ROCK,Other Rockfish,1,0.27,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,172,ROCK,Other Rockfish,3,4.05,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Bering Sea Slope Survey,1,BS,518,,,AKR,143,ROCK,Other Rockfish,316,263.96,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Bering Sea Slope Survey,1,BS,519,,,AKR,143,ROCK,Other Rockfish,858,730.26,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Bering Sea Slope Survey,1,BS,521,,,AKR,143,ROCK,Other Rockfish,2208,1300.29,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Bering Sea Slope Survey,1,BS,523,,,AKR,143,ROCK,Other Rockfish,894,715.73,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Bering Sea Slope Survey,1,BS,524,,,AKR,143,ROCK,Other Rockfish,25,31.84,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Eastern Bering Sea Bottom Trawl Survey,1,BS,517,,,AKR,172,ROCK,Other Rockfish,1,1.25,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Pollock EFP 11-01,2,BS,517,,,AKR,158,ROCK,Other Rockfish,0,3.009,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2012,NMFS,Summer EBS Survey with Russia,1,BS,517,,,AKR,172,ROCK,Other Rockfish,1,1.32,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2013,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,655406,AKR,172,ROCK,Other Rockfish,1,0.1,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2013,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,665335,AKR,172,ROCK,Other Rockfish,2,0.4,1,"Kally Spalinger-Westward Region, ADFG, kally.spalinger@alaska.gov. Ken Goldman-Southcentral, ADFG, ken.goldman@alaska.gov",2022-10-17 06:00:18
2013,ADFG,Sport Fishery,,AI,541,,,AKR,145,ROCK,Other Rockfish,8,35,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2013,ADFG,Sport Fishery,,AI,541,,,AKR,155,ROCK,Other Rockfish,4,6,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2013,ADFG,Sport Fishery,,AI,541,,,AKR,157,ROCK,Other Rockfish,1,1.765,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2013,ADFG,Sport Fishery,,AI,541,,,AKR,172,ROCK,Other Rockfish,38,55,1,"Scott Meyer,  ADFG, scott.meyer@alaska.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,735201,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,735202,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,735203,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,745131,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,755132,AKR,143,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,755132,AKR,145,ROCK,Other Rockfish,0,17,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,755201,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,765132,AKR,143,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,541,,765132,AKR,145,ROCK,Other Rockfish,0,44,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,775132,AKR,145,ROCK,Other Rockfish,0,12,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,785131,AKR,143,ROCK,Other Rockfish,0,21,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,785131,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,785134,AKR,143,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,795102,AKR,143,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,795200,AKR,143,ROCK,Other Rockfish,0,15,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,795200,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,795230,AKR,143,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,805103,AKR,143,ROCK,Other Rockfish,0,109,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,805103,AKR,158,ROCK,Other Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,805201,AKR,143,ROCK,Other Rockfish,0,21,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,805201,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,805202,AKR,143,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,815131,AKR,143,ROCK,Other Rockfish,0,33,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,815131,AKR,158,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,815131,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,815133,AKR,143,ROCK,Other Rockfish,0,23,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,815133,AKR,158,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,815134,AKR,143,ROCK,Other Rockfish,0,10,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,815134,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,815202,AKR,143,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,825132,AKR,143,ROCK,Other Rockfish,0,15,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,825132,AKR,158,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,825201,AKR,143,ROCK,Other Rockfish,0,22,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,542,,825201,AKR,158,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,835200,AKR,143,ROCK,Other Rockfish,0,25,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,835200,AKR,158,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,845202,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,845202,AKR,158,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,855200,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,855200,AKR,158,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,855231,AKR,143,ROCK,Other Rockfish,0,105,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,855231,AKR,158,ROCK,Other Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,855233,AKR,143,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,865204,AKR,143,ROCK,Other Rockfish,0,15,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,865204,AKR,158,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,865232,AKR,143,ROCK,Other Rockfish,0,25,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,865232,AKR,158,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,865233,AKR,143,ROCK,Other Rockfish,0,58,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,865233,AKR,158,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,875231,AKR,143,ROCK,Other Rockfish,0,18,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,875231,AKR,158,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,875232,AKR,143,ROCK,Other Rockfish,0,44,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,875232,AKR,158,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,875301,AKR,143,ROCK,Other Rockfish,0,7,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,AI,543,,895300,AKR,143,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,513,,695631,AKR,143,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,513,,695700,AKR,143,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,517,,665430,AKR,143,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,517,,665500,AKR,143,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,517,,675430,AKR,143,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,517,,675500,AKR,143,ROCK,Other Rockfish,0,10,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,517,,685600,AKR,143,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2013,IPHC,IPHC Annual Longline Survey,8,BS,519,,665401,AKR,143,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
