species_code,year,length,frequency,source
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,51,1,BSAI fishery
30020,2009,52,1,BSAI fishery
30020,2009,52,1,BSAI fishery
30020,2009,52,1,BSAI fishery
30020,2009,52,2,BSAI fishery
30020,2009,52,2,BSAI fishery
30020,2009,52,1,BSAI fishery
30020,2009,52,1,BSAI fishery
30020,2009,52,1,BSAI fishery
30020,2009,52,1,BSAI fishery
30020,2009,52,2,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,3,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,2,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,2,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,53,1,BSAI fishery
30020,2009,54,1,BSAI fishery
30020,2009,54,1,BSAI fishery
30020,2009,54,1,BSAI fishery
30020,2009,54,1,BSAI fishery
30020,2009,54,2,BSAI fishery
30020,2009,54,2,BSAI fishery
30020,2009,54,1,BSAI fishery
30020,2009,54,1,BSAI fishery
30020,2009,54,2,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,55,2,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,55,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,56,1,BSAI fishery
30020,2009,57,1,BSAI fishery
30020,2009,57,2,BSAI fishery
30020,2009,57,1,BSAI fishery
30020,2009,57,1,BSAI fishery
30020,2009,57,1,BSAI fishery
30020,2009,58,1,BSAI fishery
30020,2009,58,1,BSAI fishery
30020,2009,58,1,BSAI fishery
30020,2009,58,1,BSAI fishery
30020,2009,58,1,BSAI fishery
30020,2009,58,1,BSAI fishery
30020,2009,59,1,BSAI fishery
30020,2009,59,1,BSAI fishery
30020,2009,59,1,BSAI fishery
30020,2009,59,1,BSAI fishery
30020,2009,59,2,BSAI fishery
30020,2009,60,1,BSAI fishery
30020,2009,60,1,BSAI fishery
30020,2009,61,1,BSAI fishery
30020,2009,61,1,BSAI fishery
30020,2009,62,1,BSAI fishery
30020,2009,62,1,BSAI fishery
30020,2009,62,1,BSAI fishery
30020,2009,62,1,BSAI fishery
30020,2009,62,1,BSAI fishery
30020,2009,63,1,BSAI fishery
30020,2009,63,1,BSAI fishery
30020,2009,63,1,BSAI fishery
30020,2009,64,1,BSAI fishery
30020,2009,69,1,BSAI fishery
30020,2009,71,1,BSAI fishery
30020,2009,72,1,BSAI fishery
30020,2010,20,1,BSAI fishery
30020,2010,20,1,BSAI fishery
30020,2010,21,1,BSAI fishery
30020,2010,21,1,BSAI fishery
30020,2010,21,1,BSAI fishery
30020,2010,22,1,BSAI fishery
30020,2010,22,1,BSAI fishery
30020,2010,22,1,BSAI fishery
30020,2010,23,1,BSAI fishery
30020,2010,23,1,BSAI fishery
30020,2010,23,1,BSAI fishery
30020,2010,24,1,BSAI fishery
30020,2010,24,1,BSAI fishery
30020,2010,24,1,BSAI fishery
30020,2010,25,1,BSAI fishery
30020,2010,25,1,BSAI fishery
30020,2010,25,1,BSAI fishery
30020,2010,25,1,BSAI fishery
30020,2010,25,1,BSAI fishery
30020,2010,25,1,BSAI fishery
30020,2010,25,1,BSAI fishery
30020,2010,26,2,BSAI fishery
30020,2010,26,1,BSAI fishery
30020,2010,26,1,BSAI fishery
30020,2010,26,1,BSAI fishery
30020,2010,26,1,BSAI fishery
30020,2010,26,1,BSAI fishery
30020,2010,26,1,BSAI fishery
30020,2010,26,1,BSAI fishery
30020,2010,26,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,27,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,28,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,3,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,29,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,2,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,3,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,2,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,2,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,2,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,30,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,2,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,31,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,2,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,2,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,2,BSAI fishery
30020,2010,32,2,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,2,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,32,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,2,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,2,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,33,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,2,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,2,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,2,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,2,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,34,2,BSAI fishery
30020,2010,34,1,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,3,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,35,3,BSAI fishery
30020,2010,35,2,BSAI fishery
30020,2010,35,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,2,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,4,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,2,BSAI fishery
30020,2010,36,2,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,2,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,2,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,2,BSAI fishery
30020,2010,36,2,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,36,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,2,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,37,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,2,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,2,BSAI fishery
30020,2010,38,2,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,3,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,2,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,2,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,2,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,4,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,3,BSAI fishery
30020,2010,38,3,BSAI fishery
30020,2010,38,2,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,38,2,BSAI fishery
30020,2010,38,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,3,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,3,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,3,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,4,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,39,2,BSAI fishery
30020,2010,39,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,4,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,3,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,2,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,40,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,4,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,3,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,3,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,3,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,1,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,41,2,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,2,BSAI fishery
30020,2010,42,2,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,2,BSAI fishery
30020,2010,42,2,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,3,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,2,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,2,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,1,BSAI fishery
30020,2010,42,2,BSAI fishery
30020,2010,42,2,BSAI fishery
30020,2010,42,1,BSAI fishery
